SEQPRODUTO;DESCCOMPLETA;EMB;CODACESSO;COMPRADOR
63725;CAR BOV RESF ARANHA KG;1 - KG;637250001;PERECIVEIS 3
63725;CAR BOV RESF ARANHA KG;1 - KG;992;PERECIVEIS 3
1099021;CAR BOV RESF ARROBA ACEM KG;1 - KG;7266;PERECIVEIS 3
1114798;CAR BOV RESF ARROBA ALCATRA/MAMINHA;1 - KG;7284;PERECIVEIS 3
1114740;CAR BOV RESF ARROBA BANANINHA KG;1 - KG;7271;PERECIVEIS 3
1114744;CAR BOV RESF ARROBA CAPA DE FILE KG;1 - KG;7272;PERECIVEIS 3
1114746;CAR BOV RESF ARROBA CONTRA FILE KG;1 - KG;7273;PERECIVEIS 3
1114769;CAR BOV RESF ARROBA COXAO DURO KG;1 - KG;7277;PERECIVEIS 3
1114778;CAR BOV RESF ARROBA COXAO MOLE KG;1 - KG;7274;PERECIVEIS 3
1114764;CAR BOV RESF ARROBA CUPIM KG;1 - KG;7270;PERECIVEIS 3
1114783;CAR BOV RESF ARROBA FILE MIGNON KG;1 - KG;7278;PERECIVEIS 3
1114792;CAR BOV RESF ARROBA FRALDINHA KG;1 - KG;7279;PERECIVEIS 3
1114793;CAR BOV RESF ARROBA LAGARTO KG;1 - KG;7261;PERECIVEIS 3
1095191;CAR BOV RESF ARROBA PALETA KG;1 - KG;7267;PERECIVEIS 3
1114795;CAR BOV RESF ARROBA PATINHO KG;1 - KG;7281;PERECIVEIS 3
1114762;CAR BOV RESF ARROBA PEITO KG;1 - KG;7268;PERECIVEIS 3
1114796;CAR BOV RESF ARROBA PICANHA KG;1 - KG;7282;PERECIVEIS 3
35888;CAR BOV RESF ASSADO TIRAS MONTAN KG;1 - KG;4693;PERECIVEIS 3
35889;CAR BOV RESF BABY BEEF MONTANA KG;1 - KG;4694;PERECIVEIS 3
35890;CAR BOV RESF BIFE CHORIZO MONTAN KG;1 - KG;4696;PERECIVEIS 3
35891;CAR BOV RESF BIFE ENTRECORT MONTANA KG;1 - KG;4697;PERECIVEIS 3
35915;CAR BOV RESF BOMBOM DA ALCATRA GRIL KG;1 - KG;4705;PERECIVEIS 3
1121935;CAR BOV RESF BONI CARNE SOL KG;1 - KG;7534;PERECIVEIS 3
67608;CAR BOV RESF BUCHO KG;1 - KG;1485;PERECIVEIS 3
61540;CAR BOV RESF C/OSSO ACEM KG;1 - KG;527;PERECIVEIS 3
61587;CAR BOV RESF C/OSSO BISTECA KG;1 - KG;534;PERECIVEIS 3
61546;CAR BOV RESF C/OSSO CONTRA FILE KG;1 - KG;533;PERECIVEIS 3
61543;CAR BOV RESF C/OSSO COSTELINHA KG;1 - KG;531;PERECIVEIS 3
61539;CAR BOV RESF C/OSSO DIANTEIRO KG;1 - KG;526;PERECIVEIS 3
61541;CAR BOV RESF C/OSSO PALETA KG;1 - KG;528;PERECIVEIS 3
