SEQPRODUTO;DESCCOMPLETA;EMB;CODACESSO;COMPRADOR
7971;QJ T PARM IPANEMA RG;1 - KG;4199;LATICINIOS 2
1104454;QJ T PARM ITAPEMA FRAC KG;1 - KG;11044540001;LATICINIOS 2
1104454;QJ T PARM ITAPEMA FRAC KG;1 - KG;6896;LATICINIOS 2
1611;QJ T PARM ITAPEMA KG;1 - KG;4200;LATICINIOS 2
7972;QJ T PARM ITAPEMA PD;1 - KG;4201;LATICINIOS 2
45152;QJ T PARM JOANOPOLIS KG;1 - KG;9893;LATICINIOS 2
45753;QJ T PARM JOANOPOLIS PD;1 - KG;9878;LATICINIOS 2
45768;QJ T PARM JOANOPOLIS RA;1 - KG;9877;LATICINIOS 2
1083427;QJ T PARM LACTOPAR FRAC KG;1 - KG;6878;LATICINIOS 2
1083428;QJ T PARM LACTOPAR KG;1 - KG;6879;LATICINIOS 2
1109502;QJ T PARM LACTOPAR PD;1 - KG;11095020001;LATICINIOS 2
1109502;QJ T PARM LACTOPAR PD;1 - KG;7236;LATICINIOS 2
10629;QJ T PARM LIGHT BURITIS KG;1 - KG;4498;LATICINIOS 2
7930;QJ T PARM MILKAUT RF;1 - KG;4205;LATICINIOS 2
94108;QJ T PARM MONTANHE TIROLEZ KG;1 - KG;3481;LATICINIOS 2
94110;QJ T PARM MONTANHE TIROLEZ RA;1 - KG;3491;LATICINIOS 2
7989;QJ T PARM MONTESANINA FT;1 - KG;426;LATICINIOS 2
7988;QJ T PARM MONTESANINA PD;1 - KG;427;LATICINIOS 2
9441;QJ T PARM MONTESANINA RA;1 - KG;4424;LATICINIOS 2
1117783;QJ T PARM NAZARENO KG;1 - KG;11177830001;LATICINIOS 2
1117783;QJ T PARM NAZARENO KG;1 - KG;7452;LATICINIOS 2
12134;QJ T PARM OPA KG;1 - KG;1458;LATICINIOS 2
12162;QJ T PARM OPA PD;1 - KG;1557;LATICINIOS 2
12160;QJ T PARM OPA RF;1 - KG;1489;LATICINIOS 2
12161;QJ T PARM OPA RG;1 - KG;1540;LATICINIOS 2
10542;QJ T PARM ORIENTE RF;1 - KG;4478;LATICINIOS 2
10543;QJ T PARM ORIENTE RG;1 - KG;4479;LATICINIOS 2
10618;QJ T PARM PAMFIS KG;1 - KG;4493;LATICINIOS 2
10619;QJ T PARM PAMFIS PD;1 - KG;4494;LATICINIOS 2
1806;QJ T PARM PECORINO QUATA KG;1 - KG;3665;LATICINIOS 2
1347;QJ T PARM PICOLO BURITIS KG;1 - KG;552;LATICINIOS 2
7895;QJ T PARM PICOLO BURITIS PD;1 - KG;553;LATICINIOS 2
1089171;QJ T PARM PICOLO PRETO FRAC KG;1 - KG;6874;LATICINIOS 2
1022931;QJ T PARM PIRACANJUBA KG;1 - KG;5143;LATICINIOS 2
1049456;QJ T PARM PIRACANJUBA PD;1 - KG;5758;LATICINIOS 2
1049455;QJ T PARM PIRACANJUBA T5 KG;1 - KG;5759;LATICINIOS 2
1069848;QJ T PARM PORTO ALEGRE FATIADO KG;1 - KG;6594;LATICINIOS 2
9771;QJ T PARM RAL KG;1 - KG;4287;LATICINIOS 2
64468;QJ T PARM RAL SAN REMO PD;1 - KG;1330;LATICINIOS 2
7947;QJ T PARM SAFIRA PD;1 - KG;270;LATICINIOS 2
7946;QJ T PARM SAFIRA RA;1 - KG;264;LATICINIOS 2
64430;QJ T PARM SAN REMO KG;1 - KG;1327;LATICINIOS 2
64467;QJ T PARM SAN REMO RA;1 - KG;1329;LATICINIOS 2
1089170;QJ T PARM SANTA MARTA FRAC KG;1 - KG;6872;LATICINIOS 2
65752;QJ T PARM SANTA MARTA KG;1 - KG;1438;LATICINIOS 2
66249;QJ T PARM SANTA MARTA PD;1 - KG;1448;LATICINIOS 2
66250;QJ T PARM SANTA MARTA RA;1 - KG;1449;LATICINIOS 2
9759;QJ T PARM SBRINZ PILLI RF;1 - KG;2500;LATICINIOS 2
9759;QJ T PARM SBRINZ PILLI RF;1 - KG;97590001;LATICINIOS 2
36694;QJ T PARM SCALA 1/2 PECA KG;1 - KG;4751;LATICINIOS 2
1067123;QJ T PARM SCALA FRAC KG;1 - KG;6469;LATICINIOS 2
1834;QJ T PARM SCALA KG;1 - KG;2323;LATICINIOS 2
8010;QJ T PARM SCALA PD;1 - KG;2538;LATICINIOS 2
8011;QJ T PARM SCALA RA;1 - KG;2355;LATICINIOS 2
63552;QJ T PARM SKANDIA KG;1 - KG;905;LATICINIOS 2
63607;QJ T PARM SKANDIA PD;1 - KG;909;LATICINIOS 2
22889;QJ T PARM SUPREMO KG;1 - KG;6842;LATICINIOS 2
22890;QJ T PARM SUPREMO PD;1 - KG;6859;LATICINIOS 2
22891;QJ T PARM SUPREMO RF;1 - KG;6866;LATICINIOS 2
22892;QJ T PARM SUPREMO RG;1 - KG;6873;LATICINIOS 2
36676;QJ T PARM SUPREMO T1 KG;1 - KG;4583;LATICINIOS 2
1099030;QJ T PARM TIROLEZ FRAC KG;1 - KG;6949;LATICINIOS 2
36791;QJ T PARM TIROLEZ KG;1 - KG;4757;LATICINIOS 2
36793;QJ T PARM TIROLEZ RA;1 - KG;4758;LATICINIOS 2
1927;QJ T PARM TRES MARIAS KG;1 - KG;900;LATICINIOS 2
8058;QJ T PARM TRES MARIAS PD;1 - KG;901;LATICINIOS 2
8060;QJ T PARM TRES MARIAS RF;1 - KG;314;LATICINIOS 2
8059;QJ T PARM TRES MARIAS RG;1 - KG;1086;LATICINIOS 2
1056036;QJ T PARM UNIAO FRAC KG;1 - KG;6124;LATICINIOS 2
1017417;QJ T PARM VALE CANASTRA KG;1 - KG;4967;LATICINIOS 2
1022177;QJ T PARM VALE CANASTRA PD;1 - KG;5117;LATICINIOS 2
9610;QJ T PARM VENCEDOR KG;1 - KG;1037;LATICINIOS 2
9612;QJ T PARM VENCEDOR PD;1 - KG;1038;LATICINIOS 2
9700;QJ T PARM VENCEDOR RA;1 - KG;1042;LATICINIOS 2
63553;QJ T PARMENTINO SKANDIA KG;1 - KG;906;LATICINIOS 2
63588;QJ T PARMENTINO SKANDIA PD;1 - KG;910;LATICINIOS 2
63219;QJ T PARMESAO GIAROLLA KG;1 - KG;1306;LATICINIOS 2
63903;QJ T PRATO ASSAI CX KG;1 - KG;1211;LATICINIOS 1
1955;QJ T PRATO ASSAI KG;1 - KG;4177;LATICINIOS 1
88849;QJ T PRATO AURORA FT;1 - KG;3174;LATICINIOS 1
88684;QJ T PRATO AURORA KG;1 - KG;3149;LATICINIOS 1
88851;QJ T PRATO AURORA PD;1 - KG;3180;LATICINIOS 1
77702;QJ T PRATO BEL PAIS KG;1 - KG;2781;LATICINIOS 1
77702;QJ T PRATO BEL PAIS KG;1 - KG;777020001;LATICINIOS 1
1116893;QJ T PRATO BIANA KG;1 - KG;7346;LATICINIOS 1
58161;QJ T PRATO BOA NATA KG;1 - KG;5257;LATICINIOS 1
58164;QJ T PRATO BOA NATA PA;1 - KG;5266;LATICINIOS 1
58165;QJ T PRATO BOA NATA PD;1 - KG;5267;LATICINIOS 1
74043;QJ T PRATO BRASILAC CX KG;1 - KG;2262;LATICINIOS 1
74015;QJ T PRATO BRASILAC FT;1 - KG;2266;LATICINIOS 1
74044;QJ T PRATO BRASILAC KG;1 - KG;2263;LATICINIOS 1
74045;QJ T PRATO BRASILAC MO;1 - KG;2265;LATICINIOS 1
74017;QJ T PRATO BRASILAC PA;1 - KG;2268;LATICINIOS 1
74016;QJ T PRATO BRASILAC PD;1 - KG;2267;LATICINIOS 2
1029454;QJ T PRATO BURITIS FATIADO KG;1 - KG;5361;LATICINIOS 1
1020144;QJ T PRATO CENTRO OESTE FT;1 - KG;5062;LATICINIOS 1
1019576;QJ T PRATO CENTRO OESTE KG;1 - KG;5033;LATICINIOS 1
1020145;QJ T PRATO CENTRO OESTE PD;1 - KG;5063;LATICINIOS 1
36110;QJ T PRATO COBOCO M LUA QUATA KG;1 - KG;4722;LATICINIOS 2
1083495;QJ T PRATO COBOCO SABOR DA SERRA KG;1 - KG;6981;LATICINIOS 2
20269;QJ T PRATO COBOCO SUPREMO KG;1 - KG;6477;LATICINIOS 2
20270;QJ T PRATO COBOCO SUPREMO PD;1 - KG;6484;LATICINIOS 2
71228;QJ T PRATO CONAPROLE CX KG;1 - KG;1855;LATICINIOS 1
1053995;QJ T PRATO CONAPROLE FT;1 - KG;5950;PERECIVEIS IMPORTADO
70635;QJ T PRATO CONAPROLE KG;1 - KG;1768;PERECIVEIS IMPORTADO
1053994;QJ T PRATO CONAPROLE PD;1 - KG;5949;PERECIVEIS IMPORTADO
77943;QJ T PRATO CONQUISTA FT;1 - KG;2793;LATICINIOS 1
77942;QJ T PRATO CONQUISTA KG;1 - KG;2791;LATICINIOS 1
77944;QJ T PRATO CONQUISTA MO;1 - KG;2795;LATICINIOS 1
77945;QJ T PRATO CONQUISTA PA;1 - KG;2796;LATICINIOS 1
77966;QJ T PRATO CONQUISTA PD;1 - KG;2797;LATICINIOS 1
76542;QJ T PRATO CORONATA FT;1 - KG;2602;LATICINIOS 1
76541;QJ T PRATO CORONATA KG;1 - KG;2599;LATICINIOS 1
76543;QJ T PRATO CORONATA MO;1 - KG;2603;LATICINIOS 1
76545;QJ T PRATO CORONATA PA;1 - KG;2606;LATICINIOS 1
76544;QJ T PRATO CORONATA PD;1 - KG;2605;LATICINIOS 1
76641;QJ T PRATO CRIOULO FT;1 - KG;2617;LATICINIOS 1
76640;QJ T PRATO CRIOULO KG;1 - KG;2616;LATICINIOS 1
1108814;QJ T PRATO CRIOULO LANCHE KG;1 - KG;7289;LATICINIOS 2
76644;QJ T PRATO CRIOULO PD;1 - KG;2620;LATICINIOS 1
1094556;QJ T PRATO CRISTAULAT PD;1 - KG;7068;LATICINIOS 1
1092785;QJ T PRATO CRISTAULAT FT;1 - KG;6961;LATICINIOS 1
1092784;QJ T PRATO CRISTAULAT INATIVO;1 - KG;10927840001;LATICINIOS 1
1092774;QJ T PRATO CRISTAULAT KG;1 - KG;6959;LATICINIOS 1
1092788;QJ T PRATO CRISTAULAT MO;1 - KG;6964;LATICINIOS 1
1092787;QJ T PRATO CRISTAULAT PA;1 - KG;6966;LATICINIOS 1
1051031;QJ T PRATO DAVACA LIGHT KG;1 - KG;5826;LATICINIOS 2
54304;QJ T PRATO DIMINAS FT;1 - KG;323;LATICINIOS 1
54284;QJ T PRATO DIMINAS KG;1 - KG;322;LATICINIOS 1
54305;QJ T PRATO DIMINAS MO;1 - KG;324;LATICINIOS 1
54306;QJ T PRATO DIMINAS PA;1 - KG;325;LATICINIOS 1
54307;QJ T PRATO DIMINAS PD;1 - KG;326;LATICINIOS 1
76855;QJ T PRATO DIPLOMATA FT;1 - KG;2651;LATICINIOS 1
76854;QJ T PRATO DIPLOMATA KG;1 - KG;2650;LATICINIOS 1
76856;QJ T PRATO DIPLOMATA MO;1 - KG;2652;LATICINIOS 1
76858;QJ T PRATO DIPLOMATA PA;1 - KG;2655;LATICINIOS 1
76857;QJ T PRATO DIPLOMATA PD;1 - KG;2654;LATICINIOS 1
97169;QJ T PRATO DONILAC KG;1 - KG;3935;LATICINIOS 1
1104928;QJ T PRATO DULEIT KG;1 - KG;7111;LATICINIOS 1
1104822;QJ T PRATO DULEIT PEDACO T450;1 - KG;7112;LATICINIOS 1
1104926;QJ T PRATO DULEIT T2 KG;1 - KG;7114;LATICINIOS 1
456602;QJ T PRATO ECOLAT FT;1 - KG;4882;LATICINIOS 1
107477;QJ T PRATO ECOLAT KG;1 - KG;5079;LATICINIOS 1
476842;QJ T PRATO ECOLAT PD;1 - KG;4883;LATICINIOS 1
47414;QJ T PRATO ESFERICO CRIOULO KG;1 - KG;14;LATICINIOS 2
1066816;QJ T PRATO ESFERICO IPANEMA FRAC KG;1 - KG;6448;LATICINIOS 2
1041335;QJ T PRATO ESFERICO IPANEMA KG;1 - KG;5489;LATICINIOS 2
1117786;QJ T PRATO ESFERICO NAZARENO KG;1 - KG;11177860001;LATICINIOS 2
1117786;QJ T PRATO ESFERICO NAZARENO KG;1 - KG;7456;LATICINIOS 2
1094334;QJ T PRATO ESFERICO QUATA FRAC KG;1 - KG;6957;LATICINIOS 2
1798;QJ T PRATO ESFERICO QUATA KG;1 - KG;3656;LATICINIOS 2
63008;QJ T PRATO ESFERICO REGINA KG;1 - KG;705;LATICINIOS 2
63001;QJ T PRATO ESFERICO RIVELLI KG;1 - KG;702;LATICINIOS 2
63006;QJ T PRATO ESFERICO RIVELLI PD;1 - KG;704;LATICINIOS 2
20229;QJ T PRATO ESFERICO SUPREMO PD;1 - KG;6446;LATICINIOS 2
68421;QJ T PRATO ESFERICO TIROLEZ S.PACK;1 - KG;1576;LATICINIOS 2
84510;QJ T PRATO FATIADO SADIA FC;1 - KG;3022;LATICINIOS 2
1055882;QJ T PRATO FLEURY FT;1 - KG;6119;LATICINIOS 1
1055873;QJ T PRATO FLEURY KG;1 - KG;6113;LATICINIOS 1
1055875;QJ T PRATO FLEURY PD;1 - KG;6115;LATICINIOS 1
1028654;QJ T PRATO FORMOSA PD;1 - KG;5320;LATICINIOS 1
1028660;QJ T PRATO FORMOSA T500 KG;1 - KG;5327;LATICINIOS 2
1098011;QJ T PRATO FRIMESA T500 KG;1 - KG;10980110001;LATICINIOS 2
1098011;QJ T PRATO FRIMESA T500 KG;1 - KG;7021;LATICINIOS 2
52184;QJ T PRATO FRIZZO FT;1 - KG;131;LATICINIOS 1
48174;QJ T PRATO FRIZZO KG;1 - KG;28;LATICINIOS 1
52204;QJ T PRATO FRIZZO MO;1 - KG;132;LATICINIOS 1
52224;QJ T PRATO FRIZZO PA;1 - KG;138;LATICINIOS 1
52244;QJ T PRATO FRIZZO PD;1 - KG;142;LATICINIOS 1
1092804;QJ T PRATO GARDINGO FT;1 - KG;6977;LATICINIOS 1
1092796;QJ T PRATO GARDINGO KG;1 - KG;6967;LATICINIOS 1
1092810;QJ T PRATO GARDINGO MO;1 - KG;6969;LATICINIOS 1
1092798;QJ T PRATO GARDINGO PD;1 - KG;6973;LATICINIOS 1
63489;QJ T PRATO GIAROLLA KG;1 - KG;897;LATICINIOS 2
1022162;QJ T PRATO GOSTOSO T500 KG;1 - KG;5112;LATICINIOS 2
69932;QJ T PRATO HELOISA CX KG;1 - KG;1692;LATICINIOS 1
69933;QJ T PRATO HELOISA FT;1 - KG;1693;LATICINIOS 1
69547;QJ T PRATO HELOISA KG;1 - KG;1666;LATICINIOS 1
69920;QJ T PRATO HELOISA PD;1 - KG;1697;LATICINIOS 1
99690;QJ T PRATO ILDA FT;1 - KG;4092;LATICINIOS 1
99690;QJ T PRATO ILDA FT;1 - KG;996900001;LATICINIOS 1
75386;QJ T PRATO ILDA KG;1 - KG;2439;LATICINIOS 1
75386;QJ T PRATO ILDA KG;1 - KG;753860001;LATICINIOS 1
99671;QJ T PRATO ILDA PD;1 - KG;4071;LATICINIOS 1
99671;QJ T PRATO ILDA PD;1 - KG;996710001;LATICINIOS 1
1025198;QJ T PRATO IPANEMA FT;1 - KG;5196;LATICINIOS 1
1024995;QJ T PRATO IPANEMA KG;1 - KG;5188;LATICINIOS 1
1025197;QJ T PRATO IPANEMA PD;1 - KG;5195;LATICINIOS 1
91174;QJ T PRATO IPANEMA T2 KG;1 - KG;3264;LATICINIOS 1
88532;QJ T PRATO IPANEMA T500 KG;1 - KG;3129;LATICINIOS 2
100333;QJ T PRATO ITACOLOMY T500 KG;1 - KG;4230;LATICINIOS 2
53207;QJ T PRATO ITAPEMA PA;1 - KG;199;LATICINIOS 1
84189;QJ T PRATO LA PAULINA FT;1 - KG;3014;LATICINIOS 1
83291;QJ T PRATO LA PAULINA KG;1 - KG;2971;LATICINIOS 1
84190;QJ T PRATO LA PAULINA MO;1 - KG;3017;LATICINIOS 1
84191;QJ T PRATO LA PAULINA PA;1 - KG;3019;LATICINIOS 1
84192;QJ T PRATO LA PAULINA PD;1 - KG;3020;PERECIVEIS IMPORTADO
9852;QJ T PRATO LACADOR KG;1 - KG;3161;LATICINIOS 1
25629;QJ T PRATO LACADOR MO;1 - KG;7900;LATICINIOS 1
14724;QJ T PRATO LACADOR PA;1 - KG;3391;LATICINIOS 1
9854;QJ T PRATO LACADOR PD;1 - KG;3181;LATICINIOS 1
99564;QJ T PRATO LACTOPAR MO;1 - KG;4056;LATICINIOS 1
61723;QJ T PRATO LANCH BETANIA KG;1 - KG;544;LATICINIOS 2
58173;QJ T PRATO LANCH HELOISA T500 KG;1 - KG;471;LATICINIOS 2
72833;QJ T PRATO LANCH NATURAL DA VACA KG;1 - KG;2030;LATICINIOS 2
72705;QJ T PRATO LANCH SABOROSA KG;1 - KG;2015;LATICINIOS 2
36672;QJ T PRATO LANCHE CRISTINA 1/2 KG;1 - KG;4579;LATICINIOS 2
1050977;QJ T PRATO LANCHE DAVACA KG;1 - KG;5827;LATICINIOS 2
1062172;QJ T PRATO LANCHE FORMOSA T1 KG;1 - KG;6336;LATICINIOS 2
40968;QJ T PRATO LANCHE KEIJOBON KG;1 - KG;9991;LATICINIOS 2
1117787;QJ T PRATO LANCHE NAZARENO KG;1 - KG;11177870001;LATICINIOS 2
1117787;QJ T PRATO LANCHE NAZARENO KG;1 - KG;7457;LATICINIOS 2
72713;QJ T PRATO LANCHE SABOROSA FT;1 - KG;2021;LATICINIOS 1
72712;QJ T PRATO LANCHE SABOROSA MO;1 - KG;2020;LATICINIOS 1
72714;QJ T PRATO LANCHE SABOROSA PA;1 - KG;2023;LATICINIOS 1
72711;QJ T PRATO LANCHE SABOROSA PD;1 - KG;2019;LATICINIOS 1
75594;QJ T PRATO LANCHE SANTA CLARA FT;1 - KG;2461;LATICINIOS 1
75593;QJ T PRATO LANCHE SANTA CLARA KG;1 - KG;2460;LATICINIOS 1
75595;QJ T PRATO LANCHE SANTA CLARA MO;1 - KG;2463;LATICINIOS 1
63076;QJ T PRATO LANCHINHO BOA NATA KG;1 - KG;3422;LATICINIOS 2
37808;QJ T PRATO LEITBOM FT;1 - KG;4837;LATICINIOS 1
37809;QJ T PRATO LEITBOM MO;1 - KG;4838;LATICINIOS 1
37810;QJ T PRATO LEITBOM PD;1 - KG;4839;LATICINIOS 1
219660;QJ T PRATO LIZ KG;1 - KG;4874;LATICINIOS 1
70114;QJ T PRATO MARITA CX KG;1 - KG;1705;LATICINIOS 1
70115;QJ T PRATO MARITA FT;1 - KG;1706;LATICINIOS 1
70113;QJ T PRATO MARITA KG;1 - KG;1704;LATICINIOS 1
70117;QJ T PRATO MARITA PA;1 - KG;1708;LATICINIOS 1
70118;QJ T PRATO MARITA PD;1 - KG;1709;LATICINIOS 1
1117831;QJ T PRATO MINEIRO KG;1 - KG;11178310001;LATICINIOS 1
1117831;QJ T PRATO MINEIRO KG;1 - KG;7367;LATICINIOS 1
1024286;QJ T PRATO MINI DONILAC KG;1 - KG;5171;LATICINIOS 2
1088187;QJ T PRATO MINI LACBOM KG;1 - KG;7296;LATICINIOS 1
1028730;QJ T PRATO MINI LANCHE CAMPANELLA KG;1 - KG;5339;LATICINIOS 2
1042391;QJ T PRATO MINI LANCHE DAVACA KG;1 - KG;5512;LATICINIOS 2
1051125;QJ T PRATO MINI LANCHE DAVACA S/LAC KG;1 - KG;5830;LATICINIOS 2
72827;QJ T PRATO MINI LANCHE NAT DA VACA;1 - KG;2033;LATICINIOS 2
1053189;QJ T PRATO MINI LANCHE SERTANEJA KG;1 - KG;5905;LATICINIOS 2
20272;QJ T PRATO MINI SUPREMO KG;1 - KG;6507;LATICINIOS 1
1029850;QJ T PRATO MINI VALE DO ORIZONA KG;1 - KG;5368;LATICINIOS 1
1024692;QJ T PRATO MIRAELLA FT;1 - KG;5179;LATICINIOS 1
1024547;QJ T PRATO MIRAELLA KG;1 - KG;5177;LATICINIOS 1
1024693;QJ T PRATO MIRAELLA PD;1 - KG;5181;LATICINIOS 1
827753;QJ T PRATO MONDAI FT;1 - KG;4915;LATICINIOS 1
827724;QJ T PRATO MONDAI KG;1 - KG;4914;LATICINIOS 1
827792;QJ T PRATO MONDAI PD;1 - KG;4917;LATICINIOS 1
1115380;QJ T PRATO MONTE CASTELO FT;1 - KG;7263;LATICINIOS 1
1108505;QJ T PRATO MONTE CASTELO KG;1 - KG;11085050001;LATICINIOS 1
1108505;QJ T PRATO MONTE CASTELO KG;1 - KG;7218;LATICINIOS 1
1115388;QJ T PRATO MONTE CASTELO PD;1 - KG;7264;LATICINIOS 1
1016857;QJ T PRATO NATI FATIADO KG;1 - KG;4958;LATICINIOS 1
74785;QJ T PRATO NATVILLE KG;1 - KG;2374;LATICINIOS 1
75668;QJ T PRATO NATVILLE PD;1 - KG;2487;LATICINIOS 1
51824;QJ T PRATO NINO KG;1 - KG;117;LATICINIOS 1
51924;QJ T PRATO NINO MO;1 - KG;121;LATICINIOS 1
51904;QJ T PRATO NINO PA;1 - KG;120;LATICINIOS 1
1121409;QJ T PRATO NONNO GUSTO FT;1 - KG;11214090001;LATICINIOS 2
1121409;QJ T PRATO NONNO GUSTO FT;1 - KG;7521;LATICINIOS 2
1123414;QJ T PRATO NONNO GUSTO KG;1 - KG;11234140001;LATICINIOS 1
1123414;QJ T PRATO NONNO GUSTO KG;1 - KG;7477;LATICINIOS 1
1123433;QJ T PRATO NONNO GUSTO MINI KG;1 - KG;11234330001;LATICINIOS 1
1123433;QJ T PRATO NONNO GUSTO MINI KG;1 - KG;2478;LATICINIOS 1
1130241;QJ T PRATO NONNO GUSTO PA;1 - KG;7545;LATICINIOS 1
1130240;QJ T PRATO NONNO GUSTO PD;1 - KG;7546;LATICINIOS 1
25389;QJ T PRATO PALAC KG;1 - KG;7801;LATICINIOS 1
1056302;QJ T PRATO PALMEIRAS KG;1 - KG;6130;LATICINIOS 1
1028207;QJ T PRATO PARLAK FATIADO KG;1 - KG;5311;LATICINIOS 2
1104266;QJ T PRATO PARLAK FT;1 - KG;7103;LATICINIOS 2
1028206;QJ T PRATO PARLAK KG;1 - KG;5310;LATICINIOS 1
1104268;QJ T PRATO PARLAK PD;1 - KG;7102;LATICINIOS 1
1466;QJ T PRATO PIC NIC KG;1 - KG;2923;LATICINIOS 1
99916;QJ T PRATO PIRACANJUBA FT;1 - KG;4119;LATICINIOS 2
79204;QJ T PRATO PIRACANJUBA KG;1 - KG;2831;LATICINIOS 1
99915;QJ T PRATO PIRACANJUBA PD;1 - KG;4118;LATICINIOS 2
1019873;QJ T PRATO POLENGHI FT;1 - KG;5041;LATICINIOS 1
1019062;QJ T PRATO POLENGHI KG;1 - KG;5009;LATICINIOS 1
1019874;QJ T PRATO POLENGHI PD;1 - KG;5042;LATICINIOS 1
1069852;QJ T PRATO PORTO ALEGRE KG;1 - KG;6602;LATICINIOS 2
1048957;QJ T PRATO PRESIDENT PA;1 - KG;5735;LATICINIOS 1
1019133;QJ T PRATO QUATA FT;1 - KG;5011;LATICINIOS 1
1017650;QJ T PRATO QUATA KG;1 - KG;4983;LATICINIOS 1
1019135;QJ T PRATO QUATA PD;1 - KG;5013;LATICINIOS 1
63905;QJ T PRATO RIOBRI CX KG;1 - KG;1214;LATICINIOS 1
8087;QJ T PRATO RIOBRI FT;1 - KG;779;LATICINIOS 1
1960;QJ T PRATO RIOBRI KG;1 - KG;778;LATICINIOS 1
8088;QJ T PRATO RIOBRI MO;1 - KG;929;LATICINIOS 1
8089;QJ T PRATO RIOBRI PD;1 - KG;814;LATICINIOS 1
91017;QJ T PRATO SADIA FT;1 - KG;3256;LATICINIOS 1
90984;QJ T PRATO SADIA KG;1 - KG;3251;LATICINIOS 1
91018;QJ T PRATO SADIA MO;1 - KG;3257;LATICINIOS 1
91020;QJ T PRATO SADIA PD;1 - KG;3259;LATICINIOS 1
107478;QJ T PRATO SANCOR KG;1 - KG;10589;LATICINIOS 1
63997;QJ T PRATO SCALA CX KG;1 - KG;1234;LATICINIOS 1
24649;QJ T PRATO SCALA FT;1 - KG;7542;LATICINIOS 1
24630;QJ T PRATO SCALA KG;1 - KG;7535;LATICINIOS 1
24652;QJ T PRATO SCALA PA;1 - KG;7580;LATICINIOS 1
24650;QJ T PRATO SCALA PD;1 - KG;7566;LATICINIOS 1
1025212;QJ T PRATO SEMPRE BOM FT;1 - KG;5199;LATICINIOS 1
1025210;QJ T PRATO SEMPRE BOM KG;1 - KG;5198;LATICINIOS 1
1025234;QJ T PRATO SEMPRE BOM PD;1 - KG;5200;LATICINIOS 1
96057;QJ T PRATO SERRA DOURADA FT;1 - KG;3879;LATICINIOS 1
96056;QJ T PRATO SERRA DOURADA KG;1 - KG;3870;LATICINIOS 1
96074;QJ T PRATO SERRA DOURADA PD;1 - KG;3878;LATICINIOS 1
1053171;QJ T PRATO SERTANEJA KG;1 - KG;5911;LATICINIOS 2
1022543;QJ T PRATO TAURINO FT;1 - KG;5125;LATICINIOS 1
1022544;QJ T PRATO TAURINO KG;1 - KG;5126;LATICINIOS 1
1022542;QJ T PRATO TAURINO PD;1 - KG;5124;LATICINIOS 1
91619;QJ T PRATO TIROL PA;1 - KG;3296;LATICINIOS 1
34706;QJ T PRATO TIROL T2 KG;1 - KG;9799;LATICINIOS 1
70717;QJ T PRATO TIROLEZ FT;1 - KG;1791;LATICINIOS 1
70716;QJ T PRATO TIROLEZ KG;1 - KG;1790;LATICINIOS 1
10788;QJ T PRATO TIROLEZ LIGHT MO;1 - KG;4546;LATICINIOS 1
1054017;QJ T PRATO TIROLEZ LIGHT T500 KG S/LACTOSE;1 - KG;5958;LATICINIOS 2
70718;QJ T PRATO TIROLEZ PD;1 - KG;1792;LATICINIOS 1
94080;QJ T PRATO TIROLEZ PQ KG;1 - KG;3494;LATICINIOS 2
1034994;QJ T PRATO TIROLEZ T2 KG;1 - KG;5451;LATICINIOS 1
1094516;QJ T PRATO TIROLEZ ZERO LACTOSE KG;1 - KG;6962;LATICINIOS 1
1046468;QJ T PRATO TOYA FT;1 - KG;5652;LATICINIOS 1
1044689;QJ T PRATO TOYA KG;1 - KG;5578;LATICINIOS 1
1046306;QJ T PRATO TOYA MO;1 - KG;5650;LATICINIOS 1
1046469;QJ T PRATO TOYA PA;1 - KG;5653;LATICINIOS 1
1046307;QJ T PRATO TOYA PD;1 - KG;5651;LATICINIOS 1
1044690;QJ T PRATO TOYA T2 KG;1 - KG;5580;LATICINIOS 1
1044708;QJ T PRATO TOYA T500 KG;1 - KG;5584;LATICINIOS 1
7956;QJ T PRATO TRADICAO FT;1 - KG;2815;LATICINIOS 1
1565;QJ T PRATO TRADICAO KG;1 - KG;2814;LATICINIOS 1
1117901;QJ T PRATO TRES BARRAS FT;1 - KG;7370;LATICINIOS 1
1116558;QJ T PRATO TRES BARRAS KG;1 - KG;7366;LATICINIOS 1
1117899;QJ T PRATO TRES BARRAS PD;1 - KG;7371;LATICINIOS 1
63999;QJ T PRATO TRES MARIAS CX KG;1 - KG;1238;LATICINIOS 1
8054;QJ T PRATO TRES MARIAS FT;1 - KG;899;LATICINIOS 1
1920;QJ T PRATO TRES MARIAS KG;1 - KG;898;LATICINIOS 1
8055;QJ T PRATO TRES MARIAS MO;1 - KG;3502;LATICINIOS 1
8057;QJ T PRATO TRES MARIAS PA;1 - KG;3726;LATICINIOS 1
8056;QJ T PRATO TRES MARIAS PD;1 - KG;3615;LATICINIOS 1
9763;QJ T PRATO TRES MARIAS RF;1 - KG;1088;LATICINIOS 1
21930;QJ T PRATO TRES MARIAS T2 KG;1 - KG;6675;LATICINIOS 1
1115916;QJ T PRATO TRES MARIAS T500 KG;1 - KG;7334;LATICINIOS 2
1054793;QJ T PRATO UNIAO LIGHT T500 KG;1 - KG;6020;LATICINIOS 2
1027457;QJ T PRATO VALEZA FT;1 - KG;5276;LATICINIOS 1
1027453;QJ T PRATO VALEZA KG;1 - KG;5271;LATICINIOS 1
